"X01" "X02" "X03" "X04" "X05" "X06" "X07" "X08" "X09" "X10" "X11" "X12" "X13" "X14" "X15" "X16" "X17" "X18" "X19" "X20"
261 42 0.04 37.31 278 45 0.04 42.05 263 42 0.03 35.69 266 42 0.01 36.53 263 40 0.03 32.62
278 45 0.04 42.05 263 42 0.03 35.69 266 42 0.01 36.53 263 40 0.03 32.62 275 38 0.03 34.34
263 42 0.03 35.69 266 42 0.01 36.53 263 40 0.03 32.62 275 38 0.03 34.34 262 39 0.03 33.44
266 42 0.01 36.53 263 40 0.03 32.62 275 38 0.03 34.34 262 39 0.03 33.44 260 39 0.03 37.31
263 40 0.03 32.62 275 38 0.03 34.34 262 39 0.03 33.44 260 39 0.03 37.31 269 40 0.03 36.29
275 38 0.03 34.34 262 39 0.03 33.44 260 39 0.03 37.31 269 40 0.03 36.29 272 45 0.01 43.48
262 39 0.03 33.44 260 39 0.03 37.31 269 40 0.03 36.29 272 45 0.01 43.48 259 37 0.04 34.98
260 39 0.03 37.31 269 40 0.03 36.29 272 45 0.01 43.48 259 37 0.04 34.98 262 40 0.03 39.54
269 40 0.03 36.29 272 45 0.01 43.48 259 37 0.04 34.98 262 40 0.03 39.54 268 46 0.07 45.5
272 45 0.01 43.48 259 37 0.04 34.98 262 40 0.03 39.54 268 46 0.07 45.5 266 43 0.03 39.73
259 37 0.04 34.98 262 40 0.03 39.54 268 46 0.07 45.5 266 43 0.03 39.73 266 41 0.03 42.52
262 40 0.03 39.54 268 46 0.07 45.5 266 43 0.03 39.73 266 41 0.03 42.52 265 47 0.01 51.27
268 46 0.07 45.5 266 43 0.03 39.73 266 41 0.03 42.52 265 47 0.01 51.27 268 42 0.01 35.73
266 43 0.03 39.73 266 41 0.03 42.52 265 47 0.01 51.27 268 42 0.01 35.73 268 42 0.06 34.17
266 41 0.03 42.52 265 47 0.01 51.27 268 42 0.01 35.73 268 42 0.06 34.17 271 41 0.04 33.86
265 47 0.01 51.27 268 42 0.01 35.73 268 42 0.06 34.17 271 41 0.04 33.86 262 40 0.03 36.03
268 42 0.01 35.73 268 42 0.06 34.17 271 41 0.04 33.86 262 40 0.03 36.03 265 43 0.07 38.91
268 42 0.06 34.17 271 41 0.04 33.86 262 40 0.03 36.03 265 43 0.07 38.91 268 41 0.04 43.23
271 41 0.04 33.86 262 40 0.03 36.03 265 43 0.07 38.91 268 41 0.04 43.23 271 48 0.03 44.39
262 40 0.03 36.03 265 43 0.07 38.91 268 41 0.04 43.23 271 48 0.03 44.39 263 42 0.01 36.41
265 43 0.07 38.91 268 41 0.04 43.23 271 48 0.03 44.39 263 42 0.01 36.41 266 40 0.04 34.78
268 41 0.04 43.23 271 48 0.03 44.39 263 42 0.01 36.41 266 40 0.04 34.78 266 41 0.05 36.31
271 48 0.03 44.39 263 42 0.01 36.41 266 40 0.04 34.78 266 41 0.05 36.31 264 40 0.04 38.41
263 42 0.01 36.41 266 40 0.04 34.78 266 41 0.05 36.31 264 40 0.04 38.41 261 39 0.04 37.63
266 40 0.04 34.78 266 41 0.05 36.31 264 40 0.04 38.41 261 39 0.04 37.63 253 38 0.04 39.31
266 41 0.05 36.31 264 40 0.04 38.41 261 39 0.04 37.63 253 38 0.04 39.31 262 43 0.05 43.62
264 40 0.04 38.41 261 39 0.04 37.63 253 38 0.04 39.31 262 43 0.05 43.62 258 41 0.01 40.41
261 39 0.04 37.63 253 38 0.04 39.31 262 43 0.05 43.62 258 41 0.01 40.41 264 45 0.05 44.52
253 38 0.04 39.31 262 43 0.05 43.62 258 41 0.01 40.41 264 45 0.05 44.52 265 43 0.05 41.7
262 43 0.05 43.62 258 41 0.01 40.41 264 45 0.05 44.52 265 43 0.05 41.7 260 44 0.07 43.96
258 41 0.01 40.41 264 45 0.05 44.52 265 43 0.05 41.7 260 44 0.07 43.96 264 45 0.04 40.04
264 45 0.05 44.52 265 43 0.05 41.7 260 44 0.07 43.96 264 45 0.04 40.04 272 44 0.06 42.84
265 43 0.05 41.7 260 44 0.07 43.96 264 45 0.04 40.04 272 44 0.06 42.84 269 48 0.02 42.76
260 44 0.07 43.96 264 45 0.04 40.04 272 44 0.06 42.84 269 48 0.02 42.76 266 42 0.01 36.31
264 45 0.04 40.04 272 44 0.06 42.84 269 48 0.02 42.76 266 42 0.01 36.31 272 49 0.01 40.91
272 44 0.06 42.84 269 48 0.02 42.76 266 42 0.01 36.31 272 49 0.01 40.91 278 41 0.01 34.02
269 48 0.02 42.76 266 42 0.01 36.31 272 49 0.01 40.91 278 41 0.01 34.02 298 40 0.03 31.81
266 42 0.01 36.31 272 49 0.01 40.91 278 41 0.01 34.02 298 40 0.03 31.81 269 41 0.02 33.36
272 49 0.01 40.91 278 41 0.01 34.02 298 40 0.03 31.81 269 41 0.02 33.36 270 39 0.04 38.34
278 41 0.01 34.02 298 40 0.03 31.81 269 41 0.02 33.36 270 39 0.04 38.34 261 40 0.01 39.65
298 40 0.03 31.81 269 41 0.02 33.36 270 39 0.04 38.34 261 40 0.01 39.65 264 43 0.04 41.08
269 41 0.02 33.36 270 39 0.04 38.34 261 40 0.01 39.65 264 43 0.04 41.08 265 42 0.02 41.05
270 39 0.04 38.34 261 40 0.01 39.65 264 43 0.04 41.08 265 42 0.02 41.05 253 46 0.02 44.17
261 40 0.01 39.65 264 43 0.04 41.08 265 42 0.02 41.05 253 46 0.02 44.17 263 47 0.03 49.39
264 43 0.04 41.08 265 42 0.02 41.05 253 46 0.02 44.17 263 47 0.03 49.39 265 41 0.02 42.71
265 42 0.02 41.05 253 46 0.02 44.17 263 47 0.03 49.39 265 41 0.02 42.71 264 39 0.01 34.74
253 46 0.02 44.17 263 47 0.03 49.39 265 41 0.02 42.71 264 39 0.01 34.74 268 42 0.05 37.28
263 47 0.03 49.39 265 41 0.02 42.71 264 39 0.01 34.74 268 42 0.05 37.28 266 40 0.06 38.89
265 41 0.02 42.71 264 39 0.01 34.74 268 42 0.05 37.28 266 40 0.06 38.89 258 42 0.03 36.92
264 39 0.01 34.74 268 42 0.05 37.28 266 40 0.06 38.89 258 42 0.03 36.92 261 38 0.03 31.86
268 42 0.05 37.28 266 40 0.06 38.89 258 42 0.03 36.92 261 38 0.03 31.86 263 41 0.01 34.54
266 40 0.06 38.89 258 42 0.03 36.92 261 38 0.03 31.86 263 41 0.01 34.54 259 40 0.01 33.86
258 42 0.03 36.92 261 38 0.03 31.86 263 41 0.01 34.54 259 40 0.01 33.86 264 41 0.06 36.33
261 38 0.03 31.86 263 41 0.01 34.54 259 40 0.01 33.86 264 41 0.06 36.33 270 40 0.02 34.12
263 41 0.01 34.54 259 40 0.01 33.86 264 41 0.06 36.33 270 40 0.02 34.12 264 36 0.01 29.49
259 40 0.01 33.86 264 41 0.06 36.33 270 40 0.02 34.12 264 36 0.01 29.49 266 39 0.01 33.21
264 41 0.06 36.33 270 40 0.02 34.12 264 36 0.01 29.49 266 39 0.01 33.21 266 45 0.03 38.62
270 40 0.02 34.12 264 36 0.01 29.49 266 39 0.01 33.21 266 45 0.03 38.62 258 44 0.07 38.69
264 36 0.01 29.49 266 39 0.01 33.21 266 45 0.03 38.62 258 44 0.07 38.69 264 42 0.05 38.11
266 39 0.01 33.21 266 45 0.03 38.62 258 44 0.07 38.69 264 42 0.05 38.11 268 46 0.01 42.99
266 45 0.03 38.62 258 44 0.07 38.69 264 42 0.05 38.11 268 46 0.01 42.99 261 43 0.02 39.74
258 44 0.07 38.69 264 42 0.05 38.11 268 46 0.01 42.99 261 43 0.02 39.74 256 43 0.03 37.41
264 42 0.05 38.11 268 46 0.01 42.99 261 43 0.02 39.74 256 43 0.03 37.41 267 47 0.05 45.65
268 46 0.01 42.99 261 43 0.02 39.74 256 43 0.03 37.41 267 47 0.05 45.65 258 40 0.02 33.54
261 43 0.02 39.74 256 43 0.03 37.41 267 47 0.05 45.65 258 40 0.02 33.54 268 41 0.01 39.67
256 43 0.03 37.41 267 47 0.05 45.65 258 40 0.02 33.54 268 41 0.01 39.67 268 44 0.01 43.07
267 47 0.05 45.65 258 40 0.02 33.54 268 41 0.01 39.67 268 44 0.01 43.07 267 38 0.01 38.03
258 40 0.02 33.54 268 41 0.01 39.67 268 44 0.01 43.07 267 38 0.01 38.03 270 43 0.01 36.09
268 41 0.01 39.67 268 44 0.01 43.07 267 38 0.01 38.03 270 43 0.01 36.09 249 42 0.01 33.56
268 44 0.01 43.07 267 38 0.01 38.03 270 43 0.01 36.09 249 42 0.01 33.56 268 45 0.04 33.79
267 38 0.01 38.03 270 43 0.01 36.09 249 42 0.01 33.56 268 45 0.04 33.79 243 42 0.06 35.54
270 43 0.01 36.09 249 42 0.01 33.56 268 45 0.04 33.79 243 42 0.06 35.54 253 41 0.09 36.19
249 42 0.01 33.56 268 45 0.04 33.79 243 42 0.06 35.54 253 41 0.09 36.19 243 45 0.04 36.03
268 45 0.04 33.79 243 42 0.06 35.54 253 41 0.09 36.19 243 45 0.04 36.03 259 44 0.06 33.61
243 42 0.06 35.54 253 41 0.09 36.19 243 45 0.04 36.03 259 44 0.06 33.61 242 43 0.04 37.74
253 41 0.09 36.19 243 45 0.04 36.03 259 44 0.06 33.61 242 43 0.04 37.74 270 41 0.17 34.77
243 45 0.04 36.03 259 44 0.06 33.61 242 43 0.04 37.74 270 41 0.17 34.77 272 44 0.06 37.02
259 44 0.06 33.61 242 43 0.04 37.74 270 41 0.17 34.77 272 44 0.06 37.02 261 42 0.04 33.16
242 43 0.04 37.74 270 41 0.17 34.77 272 44 0.06 37.02 261 42 0.04 33.16 272 43 0.05 34
270 41 0.17 34.77 272 44 0.06 37.02 261 42 0.04 33.16 272 43 0.05 34 262 45 0.03 33.83
272 44 0.06 37.02 261 42 0.04 33.16 272 43 0.05 34 262 45 0.03 33.83 255 44 0.01 35.64
261 42 0.04 33.16 272 43 0.05 34 262 45 0.03 33.83 255 44 0.01 35.64 267 42 0.05 35.56
272 43 0.05 34 262 45 0.03 33.83 255 44 0.01 35.64 267 42 0.05 35.56 264 42 0.04 34.42
262 45 0.03 33.83 255 44 0.01 35.64 267 42 0.05 35.56 264 42 0.04 34.42 256 43 0.06 36.48
255 44 0.01 35.64 267 42 0.05 35.56 264 42 0.04 34.42 256 43 0.06 36.48 266 42 0.06 32.52
267 42 0.05 35.56 264 42 0.04 34.42 256 43 0.06 36.48 266 42 0.06 32.52 268 44 0.04 38.95
264 42 0.04 34.42 256 43 0.06 36.48 266 42 0.06 32.52 268 44 0.04 38.95 260 36 0.01 34.77
256 43 0.06 36.48 266 42 0.06 32.52 268 44 0.04 38.95 260 36 0.01 34.77 265 38 0.04 34.49
266 42 0.06 32.52 268 44 0.04 38.95 260 36 0.01 34.77 265 38 0.04 34.49 273 41 0.07 31.56
268 44 0.04 38.95 260 36 0.01 34.77 265 38 0.04 34.49 273 41 0.07 31.56 271 43 0.05 31.5
260 36 0.01 34.77 265 38 0.04 34.49 273 41 0.07 31.56 271 43 0.05 31.5 278 48 0.04 37.86
265 38 0.04 34.49 273 41 0.07 31.56 271 43 0.05 31.5 278 48 0.04 37.86 257 44 0.03 36.84
273 41 0.07 31.56 271 43 0.05 31.5 278 48 0.04 37.86 257 44 0.03 36.84 268 43 0.04 39.08
271 43 0.05 31.5 278 48 0.04 37.86 257 44 0.03 36.84 268 43 0.04 39.08 263 44 0.04 38.59
278 48 0.04 37.86 257 44 0.03 36.84 268 43 0.04 39.08 263 44 0.04 38.59 270 44 0.04 34.39
257 44 0.03 36.84 268 43 0.04 39.08 263 44 0.04 38.59 270 44 0.04 34.39 253 40 0.05 36.71
268 43 0.04 39.08 263 44 0.04 38.59 270 44 0.04 34.39 253 40 0.05 36.71 268 42 0.02 37.94
263 44 0.04 38.59 270 44 0.04 34.39 253 40 0.05 36.71 268 42 0.02 37.94 267 40 0.02 33.76
270 44 0.04 34.39 253 40 0.05 36.71 268 42 0.02 37.94 267 40 0.02 33.76 267 41 0.02 32.11
253 40 0.05 36.71 268 42 0.02 37.94 267 40 0.02 33.76 267 41 0.02 32.11 275 42 0.01 32.12
268 42 0.02 37.94 267 40 0.02 33.76 267 41 0.02 32.11 275 42 0.01 32.12 270 45 0.02 33.14
267 40 0.02 33.76 267 41 0.02 32.11 275 42 0.01 32.12 270 45 0.02 33.14 272 43 0.06 33.7
267 41 0.02 32.11 275 42 0.01 32.12 270 45 0.02 33.14 272 43 0.06 33.7 270 44 0.01 34.49
275 42 0.01 32.12 270 45 0.02 33.14 272 43 0.06 33.7 270 44 0.01 34.49 264 43 0.01 37.11
270 45 0.02 33.14 272 43 0.06 33.7 270 44 0.01 34.49 264 43 0.01 37.11 258 40 0.02 36.48
272 43 0.06 33.7 270 44 0.01 34.49 264 43 0.01 37.11 258 40 0.02 36.48 245 43 0.02 37.39
270 44 0.01 34.49 264 43 0.01 37.11 258 40 0.02 36.48 245 43 0.02 37.39 273 43 0.25 38.05
264 43 0.01 37.11 258 40 0.02 36.48 245 43 0.02 37.39 273 43 0.25 38.05 267 40 0.08 31.59
258 40 0.02 36.48 245 43 0.02 37.39 273 43 0.25 38.05 267 40 0.08 31.59 270 41 0.04 32.31
245 43 0.02 37.39 273 43 0.25 38.05 267 40 0.08 31.59 270 41 0.04 32.31 266 39 0.01 28.93
273 43 0.25 38.05 267 40 0.08 31.59 270 41 0.04 32.31 266 39 0.01 28.93 271 39 0.01 30.31
267 40 0.08 31.59 270 41 0.04 32.31 266 39 0.01 28.93 271 39 0.01 30.31 273 38 0.03 28.54
270 41 0.04 32.31 266 39 0.01 28.93 271 39 0.01 30.31 273 38 0.03 28.54 271 48 0.06 31.51
266 39 0.01 28.93 271 39 0.01 30.31 273 38 0.03 28.54 271 48 0.06 31.51 273 46 0.06 31.16
271 39 0.01 30.31 273 38 0.03 28.54 271 48 0.06 31.51 273 46 0.06 31.16 261 44 0.01 38.38
273 38 0.03 28.54 271 48 0.06 31.51 273 46 0.06 31.16 261 44 0.01 38.38 262 38 0.01 39.9
271 48 0.06 31.51 273 46 0.06 31.16 261 44 0.01 38.38 262 38 0.01 39.9 270 39 0.01 37.84
273 46 0.06 31.16 261 44 0.01 38.38 262 38 0.01 39.9 270 39 0.01 37.84 267 39 0.03 32.78
261 44 0.01 38.38 262 38 0.01 39.9 270 39 0.01 37.84 267 39 0.03 32.78 271 40 0.01 34.95
262 38 0.01 39.9 270 39 0.01 37.84 267 39 0.03 32.78 271 40 0.01 34.95 263 39 0 32.5
270 39 0.01 37.84 267 39 0.03 32.78 271 40 0.01 34.95 263 39 0 32.5 265 41 0.02 32.59
267 39 0.03 32.78 271 40 0.01 34.95 263 39 0 32.5 265 41 0.02 32.59 255 42 0.02 33.28
271 40 0.01 34.95 263 39 0 32.5 265 41 0.02 32.59 255 42 0.02 33.28 259 43 0.03 32.69
263 39 0 32.5 265 41 0.02 32.59 255 42 0.02 33.28 259 43 0.03 32.69 282 49 0.08 40.01
265 41 0.02 32.59 255 42 0.02 33.28 259 43 0.03 32.69 282 49 0.08 40.01 258 49 0.04 43.42
255 42 0.02 33.28 259 43 0.03 32.69 282 49 0.08 40.01 258 49 0.04 43.42 260 45 0.02 43.34
259 43 0.03 32.69 282 49 0.08 40.01 258 49 0.04 43.42 260 45 0.02 43.34 258 40 0.01 37.45
282 49 0.08 40.01 258 49 0.04 43.42 260 45 0.02 43.34 258 40 0.01 37.45 217 39 0.01 35.96
258 49 0.04 43.42 260 45 0.02 43.34 258 40 0.01 37.45 217 39 0.01 35.96 259 40 0.06 35.35
260 45 0.02 43.34 258 40 0.01 37.45 217 39 0.01 35.96 259 40 0.06 35.35 275 46 0.02 40.13
258 40 0.01 37.45 217 39 0.01 35.96 259 40 0.06 35.35 275 46 0.02 40.13 238 37 0.04 35.33
217 39 0.01 35.96 259 40 0.06 35.35 275 46 0.02 40.13 238 37 0.04 35.33 259 47 0.21 36.54
259 40 0.06 35.35 275 46 0.02 40.13 238 37 0.04 35.33 259 47 0.21 36.54 266 44 0.04 36.69
275 46 0.02 40.13 238 37 0.04 35.33 259 47 0.21 36.54 266 44 0.04 36.69 264 43 0.03 39.61
238 37 0.04 35.33 259 47 0.21 36.54 266 44 0.04 36.69 264 43 0.03 39.61 249 41 0.01 35.79
259 47 0.21 36.54 266 44 0.04 36.69 264 43 0.03 39.61 249 41 0.01 35.79 254 40 0.03 35.85
266 44 0.04 36.69 264 43 0.03 39.61 249 41 0.01 35.79 254 40 0.03 35.85 262 43 0.04 47.73
264 43 0.03 39.61 249 41 0.01 35.79 254 40 0.03 35.85 262 43 0.04 47.73 251 39 0.02 34.24
249 41 0.01 35.79 254 40 0.03 35.85 262 43 0.04 47.73 251 39 0.02 34.24 265 41 0 37.75
254 40 0.03 35.85 262 43 0.04 47.73 251 39 0.02 34.24 265 41 0 37.75 260 45 0.02 38.37
262 43 0.04 47.73 251 39 0.02 34.24 265 41 0 37.75 260 45 0.02 38.37 254 39 0.06 34.2
251 39 0.02 34.24 265 41 0 37.75 260 45 0.02 38.37 254 39 0.06 34.2 263 43 0.02 38.46
265 41 0 37.75 260 45 0.02 38.37 254 39 0.06 34.2 263 43 0.02 38.46 267 42 0.02 36.89
260 45 0.02 38.37 254 39 0.06 34.2 263 43 0.02 38.46 267 42 0.02 36.89 262 42 0.03 37.44
254 39 0.06 34.2 263 43 0.02 38.46 267 42 0.02 36.89 262 42 0.03 37.44 275 48 0.03 38.39
263 43 0.02 38.46 267 42 0.02 36.89 262 42 0.03 37.44 275 48 0.03 38.39 264 43 0.03 40.56
267 42 0.02 36.89 262 42 0.03 37.44 275 48 0.03 38.39 264 43 0.03 40.56 268 44 0.02 36.93
262 42 0.03 37.44 275 48 0.03 38.39 264 43 0.03 40.56 268 44 0.02 36.93 270 41 0.02 33.66
275 48 0.03 38.39 264 43 0.03 40.56 268 44 0.02 36.93 270 41 0.02 33.66 276 45 0.01 33.26
264 43 0.03 40.56 268 44 0.02 36.93 270 41 0.02 33.66 276 45 0.01 33.26 273 44 0.04 33.38
268 44 0.02 36.93 270 41 0.02 33.66 276 45 0.01 33.26 273 44 0.04 33.38 267 41 0.02 33.04
270 41 0.02 33.66 276 45 0.01 33.26 273 44 0.04 33.38 267 41 0.02 33.04 283 46 0.03 39.39
276 45 0.01 33.26 273 44 0.04 33.38 267 41 0.02 33.04 283 46 0.03 39.39 271 45 0.01 34.78
273 44 0.04 33.38 267 41 0.02 33.04 283 46 0.03 39.39 271 45 0.01 34.78 270 49 0.03 38.16
267 41 0.02 33.04 283 46 0.03 39.39 271 45 0.01 34.78 270 49 0.03 38.16 266 44 0.01 36.09
283 46 0.03 39.39 271 45 0.01 34.78 270 49 0.03 38.16 266 44 0.01 36.09 268 42 0.01 33.83
271 45 0.01 34.78 270 49 0.03 38.16 266 44 0.01 36.09 268 42 0.01 33.83 266 45 0.02 38.58
270 49 0.03 38.16 266 44 0.01 36.09 268 42 0.01 33.83 266 45 0.02 38.58 269 43 0.06 36.35
266 44 0.01 36.09 268 42 0.01 33.83 266 45 0.02 38.58 269 43 0.06 36.35 277 49 0.04 40.31
268 42 0.01 33.83 266 45 0.02 38.58 269 43 0.06 36.35 277 49 0.04 40.31 268 40 0.03 35.66
266 45 0.02 38.58 269 43 0.06 36.35 277 49 0.04 40.31 268 40 0.03 35.66 272 41 0.02 38.26
269 43 0.06 36.35 277 49 0.04 40.31 268 40 0.03 35.66 272 41 0.02 38.26 253 40 0.04 32.91
277 49 0.04 40.31 268 40 0.03 35.66 272 41 0.02 38.26 253 40 0.04 32.91 225 39 0.01 32.09
268 40 0.03 35.66 272 41 0.02 38.26 253 40 0.04 32.91 225 39 0.01 32.09 267 39 0.13 32.95
272 41 0.02 38.26 253 40 0.04 32.91 225 39 0.01 32.09 267 39 0.13 32.95 252 41 0.02 34.94
253 40 0.04 32.91 225 39 0.01 32.09 267 39 0.13 32.95 252 41 0.02 34.94 244 41 0.04 34.74
225 39 0.01 32.09 267 39 0.13 32.95 252 41 0.02 34.94 244 41 0.04 34.74 262 43 0.02 38.04
267 39 0.13 32.95 252 41 0.02 34.94 244 41 0.04 34.74 262 43 0.02 38.04 274 43 0.02 32.12
252 41 0.02 34.94 244 41 0.04 34.74 262 43 0.02 38.04 274 43 0.02 32.12 273 40 0.02 32.13
244 41 0.04 34.74 262 43 0.02 38.04 274 43 0.02 32.12 273 40 0.02 32.13 269 42 0.06 33.85
262 43 0.02 38.04 274 43 0.02 32.12 273 40 0.02 32.13 269 42 0.06 33.85 263 40 0.01 32.19
274 43 0.02 32.12 273 40 0.02 32.13 269 42 0.06 33.85 263 40 0.01 32.19 272 38 0.01 32.52
273 40 0.02 32.13 269 42 0.06 33.85 263 40 0.01 32.19 272 38 0.01 32.52 264 39 0.01 31.02
269 42 0.06 33.85 263 40 0.01 32.19 272 38 0.01 32.52 264 39 0.01 31.02 269 38 0.02 28.67
263 40 0.01 32.19 272 38 0.01 32.52 264 39 0.01 31.02 269 38 0.02 28.67 258 38 0.02 32.53
272 38 0.01 32.52 264 39 0.01 31.02 269 38 0.02 28.67 258 38 0.02 32.53 255 41 0.01 38.18
264 39 0.01 31.02 269 38 0.02 28.67 258 38 0.02 32.53 255 41 0.01 38.18 268 40 0.03 35.77
269 38 0.02 28.67 258 38 0.02 32.53 255 41 0.01 38.18 268 40 0.03 35.77 253 36 0.06 33.75
258 38 0.02 32.53 255 41 0.01 38.18 268 40 0.03 35.77 253 36 0.06 33.75 264 42 0.05 36.08
255 41 0.01 38.18 268 40 0.03 35.77 253 36 0.06 33.75 264 42 0.05 36.08 244 40 0.03 33.44
268 40 0.03 35.77 253 36 0.06 33.75 264 42 0.05 36.08 244 40 0.03 33.44 275 43 0.04 33.73
253 36 0.06 33.75 264 42 0.05 36.08 244 40 0.03 33.44 275 43 0.04 33.73 257 40 0.01 32.83
264 42 0.05 36.08 244 40 0.03 33.44 275 43 0.04 33.73 257 40 0.01 32.83 256 37 0.01 28.72
244 40 0.03 33.44 275 43 0.04 33.73 257 40 0.01 32.83 256 37 0.01 28.72 249 39 0.03 33.56
275 43 0.04 33.73 257 40 0.01 32.83 256 37 0.01 28.72 249 39 0.03 33.56 274 41 0.02 35.54
257 40 0.01 32.83 256 37 0.01 28.72 249 39 0.03 33.56 274 41 0.02 35.54 244 41 0.01 35.21
256 37 0.01 28.72 249 39 0.03 33.56 274 41 0.02 35.54 244 41 0.01 35.21 266 39 0.03 32.91
249 39 0.03 33.56 274 41 0.02 35.54 244 41 0.01 35.21 266 39 0.03 32.91 242 42 0.04 38.01
274 41 0.02 35.54 244 41 0.01 35.21 266 39 0.03 32.91 242 42 0.04 38.01 271 39 0.04 34.72
244 41 0.01 35.21 266 39 0.03 32.91 242 42 0.04 38.01 271 39 0.04 34.72 276 40 0.01 32.08
266 39 0.03 32.91 242 42 0.04 38.01 271 39 0.04 34.72 276 40 0.01 32.08 273 40 0.03 33.28
242 42 0.04 38.01 271 39 0.04 34.72 276 40 0.01 32.08 273 40 0.03 33.28 256 37 0.01 30.36
271 39 0.04 34.72 276 40 0.01 32.08 273 40 0.03 33.28 256 37 0.01 30.36 278 39 0.03 28.26
276 40 0.01 32.08 273 40 0.03 33.28 256 37 0.01 30.36 278 39 0.03 28.26 249 37 0.03 29.39
273 40 0.03 33.28 256 37 0.01 30.36 278 39 0.03 28.26 249 37 0.03 29.39 268 38 0.01 29.87
256 37 0.01 30.36 278 39 0.03 28.26 249 37 0.03 29.39 268 38 0.01 29.87 263 40 0.03 29.57
278 39 0.03 28.26 249 37 0.03 29.39 268 38 0.01 29.87 263 40 0.03 29.57 264 42 0.08 37.04
249 37 0.03 29.39 268 38 0.01 29.87 263 40 0.03 29.57 264 42 0.08 37.04 251 40 0.07 35.02
268 38 0.01 29.87 263 40 0.03 29.57 264 42 0.08 37.04 251 40 0.07 35.02 268 37 0.03 32.18
263 40 0.03 29.57 264 42 0.08 37.04 251 40 0.07 35.02 268 37 0.03 32.18 234 37 0.02 33.17
264 42 0.08 37.04 251 40 0.07 35.02 268 37 0.03 32.18 234 37 0.02 33.17 229 38 0.03 33.48
251 40 0.07 35.02 268 37 0.03 32.18 234 37 0.02 33.17 229 38 0.03 33.48 264 39 0.26 34.33
268 37 0.03 32.18 234 37 0.02 33.17 229 38 0.03 33.48 264 39 0.26 34.33 261 37 0.01 28.67
234 37 0.02 33.17 229 38 0.03 33.48 264 39 0.26 34.33 261 37 0.01 28.67 242 37 0.02 27.31
229 38 0.03 33.48 264 39 0.26 34.33 261 37 0.01 28.67 242 37 0.02 27.31 254 40 0.02 26.6
264 39 0.26 34.33 261 37 0.01 28.67 242 37 0.02 27.31 254 40 0.02 26.6 245 39 0.03 31.6
261 37 0.01 28.67 242 37 0.02 27.31 254 40 0.02 26.6 245 39 0.03 31.6 250 40 0.06 33.08
242 37 0.02 27.31 254 40 0.02 26.6 245 39 0.03 31.6 250 40 0.06 33.08 247 39 0.02 32.54
254 40 0.02 26.6 245 39 0.03 31.6 250 40 0.06 33.08 247 39 0.02 32.54 271 45 0.01 35.79
245 39 0.03 31.6 250 40 0.06 33.08 247 39 0.02 32.54 271 45 0.01 35.79 246 36 0.02 27.44
250 40 0.06 33.08 247 39 0.02 32.54 271 45 0.01 35.79 246 36 0.02 27.44 267 36 0.05 27.29
247 39 0.02 32.54 271 45 0.01 35.79 246 36 0.02 27.44 267 36 0.05 27.29 280 39 0.05 30.61
271 45 0.01 35.79 246 36 0.02 27.44 267 36 0.05 27.29 280 39 0.05 30.61 252 35 0.01 27.49
246 36 0.02 27.44 267 36 0.05 27.29 280 39 0.05 30.61 252 35 0.01 27.49 265 34 0.03 29.02
267 36 0.05 27.29 280 39 0.05 30.61 252 35 0.01 27.49 265 34 0.03 29.02 254 37 0.06 33.16
280 39 0.05 30.61 252 35 0.01 27.49 265 34 0.03 29.02 254 37 0.06 33.16 269 35 0.09 31.91
252 35 0.01 27.49 265 34 0.03 29.02 254 37 0.06 33.16 269 35 0.09 31.91 279 39 0.04 35.17
265 34 0.03 29.02 254 37 0.06 33.16 269 35 0.09 31.91 279 39 0.04 35.17 265 40 0.03 37.64
254 37 0.06 33.16 269 35 0.09 31.91 279 39 0.04 35.17 265 40 0.03 37.64 273 47 0.02 40.14
269 35 0.09 31.91 279 39 0.04 35.17 265 40 0.03 37.64 273 47 0.02 40.14 251 41 0.04 36.81
279 39 0.04 35.17 265 40 0.03 37.64 273 47 0.02 40.14 251 41 0.04 36.81 261 40 0.03 30.31
265 40 0.03 37.64 273 47 0.02 40.14 251 41 0.04 36.81 261 40 0.03 30.31 254 38 0.03 26.93
273 47 0.02 40.14 251 41 0.04 36.81 261 40 0.03 30.31 254 38 0.03 26.93 268 39 0.01 30.79
251 41 0.04 36.81 261 40 0.03 30.31 254 38 0.03 26.93 268 39 0.01 30.79 278 37 0.03 30.25
261 40 0.03 30.31 254 38 0.03 26.93 268 39 0.01 30.79 278 37 0.03 30.25 276 36 0.03 28.41
254 38 0.03 26.93 268 39 0.01 30.79 278 37 0.03 30.25 276 36 0.03 28.41 265 36 0.01 28.94
268 39 0.01 30.79 278 37 0.03 30.25 276 36 0.03 28.41 265 36 0.01 28.94 231 37 0.01 31.02
278 37 0.03 30.25 276 36 0.03 28.41 265 36 0.01 28.94 231 37 0.01 31.02 255 37 0.01 29.94
276 36 0.03 28.41 265 36 0.01 28.94 231 37 0.01 31.02 255 37 0.01 29.94 235 37 0.01 30.34
265 36 0.01 28.94 231 37 0.01 31.02 255 37 0.01 29.94 235 37 0.01 30.34 226 38 0.03 32.97
231 37 0.01 31.02 255 37 0.01 29.94 235 37 0.01 30.34 226 38 0.03 32.97 245 39 0.06 32.8
255 37 0.01 29.94 235 37 0.01 30.34 226 38 0.03 32.97 245 39 0.06 32.8 259 38 0.02 32.17
