,Net In Global,Nb process http,Nb process php,Nb connection mysql,Cpu http,Cpu php,Cpu global
2020-09-12 12:29:00,0.08,188.0,34.0,50.0,0.07,16.02,4.53
2020-09-12 12:30:00,0.07,192.0,34.0,52.0,0.01,15.75,4.24
2020-09-12 12:31:00,0.08,194.0,34.0,52.0,0.12,17.79,3.88
2020-09-12 12:32:00,0.07,185.0,33.0,65.0,0.04,16.26,4.55
2020-09-12 12:33:00,0.07,227.0,33.0,56.0,0.39,16.95,5.43
2020-09-12 12:34:00,0.08,167.0,33.0,58.0,0.04,17.38,5.29
2020-09-12 12:35:00,0.08,183.0,34.0,54.0,0.25,17.24,4.14
2020-09-12 12:36:00,0.07,192.0,34.0,55.0,0.23,17.21,5.39
2020-09-12 12:37:00,0.08,160.0,34.0,51.0,0.02,17.12,4.88
2020-09-12 12:38:00,0.09,180.0,32.0,56.0,0.3,15.89,4.79
2020-09-12 12:39:00,0.08,164.0,31.0,51.0,0.03,15.42,3.95
2020-09-12 12:40:00,0.07,180.0,32.0,50.0,0.23,15.47,4.37
2020-09-12 12:41:00,0.08,168.0,31.0,47.0,0.07,15.57,4.25
2020-09-12 12:42:00,0.06,164.0,31.0,59.0,0.12,15.22,2.96
2020-09-12 12:43:00,0.07,178.0,34.0,51.0,0.23,15.88,4.38
2020-09-12 12:44:00,0.08,154.0,32.0,53.0,0.04,15.66,3.67
2020-09-12 12:45:00,0.08,167.0,32.0,59.0,0.38,16.41,4.56
2020-09-12 12:46:00,0.07,179.0,32.0,64.0,0.36,16.56,4.32
2020-09-12 12:47:00,0.08,162.0,32.0,59.0,0.14,16.74,3.21
2020-09-12 12:48:00,0.09,169.0,33.0,57.0,0.11,17.33,3.75
2020-09-12 12:49:00,0.08,181.0,33.0,57.0,0.49,17.01,4.56
2020-09-12 12:50:00,0.07,163.0,32.0,52.0,0.16,15.94,4.32
2020-09-12 12:51:00,0.08,194.0,32.0,48.0,0.34,16.67,4.5
2020-09-12 12:52:00,0.06,152.0,31.0,49.0,0.03,15.99,3.64
2020-09-12 12:53:00,0.07,203.0,33.0,58.0,0.38,15.64,12.05
2020-09-12 12:54:00,0.08,157.0,32.0,57.0,0.03,15.52,6.83
2020-09-12 12:55:00,0.07,169.0,32.0,48.0,0.08,14.79,4.79
2020-09-12 12:56:00,0.07,161.0,31.0,50.0,0.16,15.46,4.26
2020-09-12 12:57:00,0.08,157.0,31.0,63.0,0.04,15.89,4.26
2020-09-12 12:58:00,0.09,135.0,31.0,54.0,0.06,16.29,4.17
2020-09-12 12:59:00,0.08,169.0,31.0,66.0,0.5,16.23,3.79
2020-09-12 13:00:00,0.07,139.0,33.0,54.0,0.12,16.46,4.34
2020-09-12 13:01:00,0.08,150.0,33.0,53.0,0.26,17.47,4.54
2020-09-12 13:02:00,0.07,152.0,33.0,55.0,0.1,17.2,5.33
2020-09-12 13:03:00,0.07,166.0,34.0,60.0,0.06,17.62,3.95
2020-09-12 13:04:00,0.08,178.0,33.0,50.0,0.23,16.85,4.8
2020-09-12 13:05:00,0.08,200.0,33.0,56.0,0.3,17.03,4.37
2020-09-12 13:06:00,0.07,168.0,31.0,54.0,0.05,15.78,3.69
2020-09-12 13:07:00,0.07,161.0,33.0,53.0,0.06,16.86,3.57
2020-09-12 13:08:00,0.09,181.0,34.0,51.0,0.13,16.31,4.32
2020-09-12 13:09:00,0.08,202.0,32.0,50.0,0.49,16.34,4.17
2020-09-12 13:10:00,0.07,169.0,33.0,64.0,0.14,16.59,3.44
2020-09-12 13:11:00,0.08,170.0,33.0,51.0,0.08,15.97,3.67
2020-09-12 13:12:00,0.07,168.0,33.0,66.0,0.04,17.21,3.68
2020-09-12 13:13:00,0.07,166.0,32.0,48.0,0.04,16.74,3.73
2020-09-12 13:14:00,0.08,177.0,32.0,51.0,0.44,17.02,4.41
2020-09-12 13:15:00,0.08,164.0,34.0,55.0,0.04,16.96,7.8
2020-09-12 13:16:00,0.07,181.0,32.0,66.0,0.28,16.64,4.92
2020-09-12 13:17:00,0.08,172.0,31.0,51.0,0.1,16.14,3.47
2020-09-12 13:18:00,0.09,170.0,32.0,48.0,0.06,16.82,4.17
2020-09-12 13:19:00,0.08,161.0,32.0,54.0,0.04,16.73,4.09
2020-09-12 13:20:00,0.07,165.0,31.0,51.0,0.21,16.57,3.58
2020-09-12 13:21:00,0.08,157.0,33.0,55.0,0.09,17.66,7.68
2020-09-12 13:22:00,0.06,177.0,33.0,55.0,0.53,17.22,5.98
2020-09-12 13:23:00,0.07,189.0,32.0,51.0,0.49,17.51,8.78
2020-09-12 13:24:00,0.08,198.0,33.0,57.0,0.48,17.87,5.67
2020-09-12 13:25:00,0.07,151.0,33.0,54.0,0.07,17.76,8.29
2020-09-12 13:26:00,0.08,152.0,33.0,58.0,0.15,17.96,7.88
2020-09-12 13:27:00,0.08,142.0,32.0,52.0,0.11,16.36,4.85
2020-09-12 13:28:00,0.08,164.0,32.0,53.0,0.13,17.09,4.44
2020-09-12 13:29:00,0.08,178.0,33.0,55.0,0.52,16.8,3.93
2020-09-12 13:30:00,0.07,152.0,31.0,64.0,0.12,16.25,8.16
2020-09-12 13:31:00,0.08,174.0,33.0,56.0,0.58,17.27,8.63
2020-09-12 13:32:00,0.07,152.0,33.0,49.0,0.21,16.81,9.38
2020-09-12 13:33:00,0.07,155.0,32.0,49.0,0.15,16.96,5.7
2020-09-12 13:34:00,0.08,143.0,32.0,56.0,0.14,17.01,8.46
2020-09-12 13:35:00,0.08,144.0,32.0,52.0,0.11,16.78,8.59
2020-09-12 13:36:00,0.07,170.0,34.0,56.0,0.4,18.14,9.42
2020-09-12 13:37:00,0.08,149.0,33.0,49.0,0.09,17.56,9.65
2020-09-12 13:38:00,0.08,161.0,33.0,59.0,0.33,17.79,9.03
2020-09-12 13:39:00,0.08,173.0,33.0,57.0,0.28,17.28,9.63
2020-09-12 13:40:00,0.07,172.0,31.0,49.0,0.11,15.86,6.1
2020-09-12 13:41:00,0.08,202.0,34.0,50.0,0.66,17.03,6.07
2020-09-12 13:42:00,0.07,145.0,32.0,51.0,0.05,16.14,6.26
2020-09-12 13:43:00,0.07,152.0,32.0,68.0,0.13,16.57,5.96
2020-09-12 13:44:00,0.07,141.0,31.0,59.0,0.04,15.79,5.87
2020-09-12 13:45:00,0.08,162.0,34.0,54.0,0.16,17.54,7.45
2020-09-12 13:46:00,0.07,173.0,34.0,56.0,0.38,17.26,6.03
2020-09-12 13:47:00,0.09,174.0,33.0,56.0,0.1,16.81,6.14
2020-09-12 13:48:00,0.09,166.0,31.0,48.0,0.09,16.23,5.87
2020-09-12 13:49:00,0.08,159.0,32.0,52.0,0.06,16.7,6.16
2020-09-12 13:50:00,0.07,177.0,32.0,53.0,0.22,17.61,5.44
2020-09-12 13:51:00,0.08,157.0,33.0,51.0,0.13,18.04,5.63
2020-09-12 13:52:00,0.06,171.0,32.0,53.0,0.37,17.18,4.72
2020-09-12 13:53:00,0.07,165.0,31.0,50.0,0.16,16.21,5.21
2020-09-12 13:54:00,0.07,175.0,32.0,50.0,0.36,17.1,5.2
2020-09-12 13:55:00,0.08,154.0,31.0,52.0,0.08,16.51,4.52
