,Nb process http,Cpu global,Nb connection mysql
2020-08-02 22:18:00,210.0,6.96,184.0
2020-08-02 22:19:00,221.0,6.36,59.0
2020-08-02 22:20:00,172.0,8.3,51.0
2020-08-02 22:21:00,139.0,6.62,57.0
2020-08-02 22:22:00,169.0,6.2,41.0
2020-08-02 22:23:00,161.0,4.82,52.0
2020-08-02 22:24:00,130.0,4.42,47.0
2020-08-02 22:25:00,130.0,4.53,60.0
2020-08-02 22:26:00,162.0,5.76,46.0
2020-08-02 22:27:00,118.0,5.05,67.0
2020-08-02 22:28:00,124.0,4.98,50.0
2020-08-02 22:29:00,131.0,4.42,54.0
2020-08-02 22:30:00,138.0,6.01,46.0
2020-08-02 22:31:00,150.0,4.93,58.0
2020-08-02 22:32:00,146.0,4.96,52.0
2020-08-02 22:33:00,132.0,6.67,65.0
2020-08-02 22:34:00,155.0,4.98,49.0
2020-08-02 22:35:00,143.0,4.69,64.0
2020-08-02 22:36:00,131.0,4.82,47.0
2020-08-02 22:37:00,148.0,4.61,62.0
2020-08-02 22:38:00,144.0,3.93,55.0
2020-08-02 22:39:00,145.0,4.8,71.0
2020-08-02 22:40:00,160.0,5.75,49.0
2020-08-02 22:41:00,149.0,5.14,60.0
2020-08-02 22:42:00,168.0,4.66,59.0
2020-08-02 22:43:00,158.0,4.66,62.0
2020-08-02 22:44:00,162.0,6.82,51.0
2020-08-02 22:45:00,147.0,5.26,63.0
2020-08-02 22:46:00,150.0,4.37,47.0
2020-08-02 22:47:00,185.0,7.26,56.0
2020-08-02 22:48:00,167.0,7.48,50.0
2020-08-02 22:49:00,167.0,5.54,67.0
2020-08-02 22:50:00,168.0,6.49,49.0
2020-08-02 22:51:00,158.0,7.4,69.0
2020-08-02 22:52:00,149.0,8.56,52.0
2020-08-02 22:53:00,149.0,8.37,55.0
2020-08-02 22:54:00,166.0,7.31,45.0
2020-08-02 22:55:00,149.0,6.07,58.0
2020-08-02 22:56:00,131.0,8.08,53.0
2020-08-02 22:57:00,146.0,7.32,60.0
2020-08-02 22:58:00,143.0,4.91,50.0
2020-08-02 22:59:00,145.0,6.61,64.0
2020-08-02 23:00:00,165.0,6.95,46.0
2020-08-02 23:01:00,165.0,6.14,61.0
2020-08-02 23:02:00,147.0,5.85,50.0
2020-08-02 23:03:00,139.0,6.79,61.0
2020-08-02 23:04:00,175.0,7.11,57.0
2020-08-02 23:05:00,158.0,6.46,55.0
2020-08-02 23:06:00,176.0,6.84,54.0
2020-08-02 23:07:00,145.0,6.01,54.0
2020-08-02 23:08:00,140.0,5.41,46.0
2020-08-02 23:09:00,148.0,5.71,61.0
2020-08-02 23:10:00,126.0,5.68,58.0
2020-08-02 23:11:00,137.0,4.44,56.0
2020-08-02 23:12:00,162.0,5.72,58.0
2020-08-02 23:13:00,145.0,5.51,54.0
2020-08-02 23:14:00,171.0,6.17,56.0
2020-08-02 23:15:00,154.0,5.27,74.0
2020-08-02 23:16:00,169.0,4.76,48.0
2020-08-02 23:17:00,130.0,4.56,69.0
2020-08-02 23:18:00,132.0,4.87,47.0
2020-08-02 23:19:00,166.0,5.71,57.0
2020-08-02 23:20:00,164.0,5.87,54.0
2020-08-02 23:21:00,171.0,5.57,62.0
2020-08-02 23:22:00,156.0,5.12,52.0
2020-08-02 23:23:00,162.0,4.72,55.0
2020-08-02 23:24:00,138.0,4.47,49.0
2020-08-02 23:25:00,142.0,5.86,51.0
2020-08-02 23:26:00,170.0,5.69,46.0
2020-08-02 23:27:00,153.0,4.88,52.0
2020-08-02 23:28:00,180.0,5.88,50.0
2020-08-02 23:29:00,164.0,4.82,58.0
2020-08-02 23:30:00,142.0,4.69,45.0
2020-08-02 23:31:00,138.0,3.64,55.0
2020-08-02 23:32:00,170.0,7.29,43.0
2020-08-02 23:33:00,146.0,5.45,50.0
2020-08-02 23:34:00,145.0,5.44,50.0
2020-08-02 23:35:00,181.0,5.09,53.0
2020-08-02 23:36:00,191.0,4.57,46.0
2020-08-02 23:37:00,147.0,4.86,52.0
2020-08-02 23:38:00,185.0,4.25,51.0
2020-08-02 23:39:00,194.0,5.16,53.0
2020-08-02 23:40:00,155.0,4.92,52.0
2020-08-02 23:41:00,160.0,4.69,57.0
2020-08-02 23:42:00,148.0,4.98,53.0
2020-08-02 23:43:00,139.0,5.36,56.0
2020-08-02 23:44:00,176.0,4.95,48.0
2020-08-02 23:45:00,188.0,5.12,54.0
2020-08-02 23:46:00,164.0,5.65,43.0
2020-08-02 23:47:00,153.0,5.48,54.0
2020-08-02 23:48:00,140.0,5.97,45.0
2020-08-02 23:49:00,135.0,5.74,59.0
2020-08-02 23:50:00,150.0,4.77,50.0
2020-08-02 23:51:00,148.0,4.94,50.0
2020-08-02 23:52:00,118.0,4.81,43.0
2020-08-02 23:53:00,133.0,4.76,56.0
2020-08-02 23:54:00,136.0,3.66,58.0
2020-08-02 23:55:00,126.0,5.7,55.0
2020-08-02 23:56:00,153.0,3.98,46.0
2020-08-02 23:57:00,164.0,4.34,51.0
2020-08-02 23:58:00,134.0,6.47,46.0
2020-08-02 23:59:00,137.0,5.19,59.0
2020-08-03 00:00:00,177.0,5.26,47.0
2020-08-03 00:01:00,135.0,6.38,58.0
2020-08-03 00:02:00,155.0,5.44,45.0
2020-08-03 00:03:00,137.0,5.91,55.0
2020-08-03 00:04:00,132.0,7.3,43.0
2020-08-03 00:05:00,132.0,5.75,61.0
2020-08-03 00:06:00,118.0,5.15,49.0
2020-08-03 00:07:00,147.0,5.62,53.0
2020-08-03 00:08:00,114.0,5.45,55.0
2020-08-03 00:09:00,141.0,4.72,58.0
2020-08-03 00:10:00,118.0,4.24,48.0
2020-08-03 00:11:00,118.0,5.0,62.0
2020-08-03 00:12:00,128.0,6.48,53.0
2020-08-03 00:13:00,145.0,5.93,53.0
2020-08-03 00:14:00,128.0,4.43,49.0
2020-08-03 00:15:00,142.0,6.18,59.0
2020-08-03 00:16:00,116.0,7.43,50.0
2020-08-03 00:17:00,123.0,6.49,64.0
2020-08-03 00:18:00,124.0,6.66,52.0
2020-08-03 00:19:00,147.0,7.82,53.0
2020-08-03 00:20:00,139.0,4.88,59.0
2020-08-03 00:21:00,120.0,4.67,63.0
2020-08-03 00:22:00,128.0,5.24,45.0
2020-08-03 00:23:00,125.0,5.64,55.0
2020-08-03 00:24:00,127.0,3.45,45.0
2020-08-03 00:25:00,118.0,4.92,58.0
2020-08-03 00:26:00,135.0,5.44,52.0
2020-08-03 00:27:00,149.0,4.75,54.0
2020-08-03 00:28:00,159.0,4.91,47.0
2020-08-03 00:29:00,123.0,3.68,55.0
2020-08-03 00:30:00,122.0,5.53,51.0
2020-08-03 00:31:00,135.0,7.09,52.0
2020-08-03 00:32:00,127.0,6.55,52.0
2020-08-03 00:33:00,124.0,7.04,58.0
2020-08-03 00:34:00,138.0,7.86,48.0
2020-08-03 00:35:00,152.0,8.18,51.0
2020-08-03 00:36:00,120.0,7.71,43.0
2020-08-03 00:37:00,131.0,8.06,56.0
2020-08-03 00:38:00,149.0,7.28,48.0
2020-08-03 00:39:00,123.0,7.49,52.0
2020-08-03 00:40:00,124.0,8.27,60.0
2020-08-03 00:41:00,130.0,7.22,62.0
2020-08-03 00:42:00,179.0,6.61,47.0
2020-08-03 00:43:00,123.0,8.1,50.0
2020-08-03 00:44:00,132.0,7.5,58.0
2020-08-03 00:45:00,137.0,6.61,60.0
2020-08-03 00:46:00,170.0,7.77,43.0
2020-08-03 00:47:00,129.0,7.2,48.0
2020-08-03 00:48:00,128.0,7.29,43.0
2020-08-03 00:49:00,131.0,7.79,50.0
2020-08-03 00:50:00,122.0,6.26,43.0
2020-08-03 00:51:00,126.0,6.46,55.0
2020-08-03 00:52:00,132.0,6.9,45.0
2020-08-03 00:53:00,128.0,7.54,54.0
2020-08-03 00:54:00,120.0,5.99,46.0
2020-08-03 00:55:00,119.0,5.76,56.0
2020-08-03 00:56:00,126.0,5.16,47.0
2020-08-03 00:57:00,145.0,5.95,68.0
2020-08-03 00:58:00,125.0,5.95,49.0
2020-08-03 00:59:00,112.0,6.25,60.0
2020-08-03 01:00:00,118.0,8.92,48.0
2020-08-03 01:01:00,130.0,5.99,59.0
2020-08-03 01:02:00,139.0,5.52,54.0
2020-08-03 01:03:00,114.0,6.32,48.0
2020-08-03 01:04:00,125.0,7.15,48.0
2020-08-03 01:05:00,137.0,6.04,58.0
2020-08-03 01:06:00,139.0,6.57,55.0
2020-08-03 01:07:00,124.0,6.48,53.0
2020-08-03 01:08:00,110.0,6.2,45.0
2020-08-03 01:09:00,127.0,4.92,58.0
2020-08-03 01:10:00,139.0,6.47,46.0
2020-08-03 01:11:00,117.0,5.84,61.0
2020-08-03 01:12:00,110.0,6.8,49.0
2020-08-03 01:13:00,126.0,6.27,67.0
2020-08-03 01:14:00,110.0,5.47,45.0
2020-08-03 01:15:00,122.0,4.57,51.0
2020-08-03 01:16:00,145.0,5.86,48.0
2020-08-03 01:17:00,147.0,4.3,56.0
2020-08-03 01:18:00,128.0,4.8,53.0
2020-08-03 01:19:00,123.0,5.13,52.0
2020-08-03 01:20:00,141.0,4.34,53.0
2020-08-03 01:21:00,113.0,5.1,75.0
2020-08-03 01:22:00,135.0,5.29,68.0
2020-08-03 01:23:00,107.0,4.45,53.0
2020-08-03 01:24:00,139.0,4.89,47.0
2020-08-03 01:25:00,116.0,6.02,53.0
2020-08-03 01:26:00,121.0,5.19,47.0
2020-08-03 01:27:00,115.0,5.29,46.0
2020-08-03 01:28:00,157.0,4.73,51.0
2020-08-03 01:29:00,114.0,3.94,55.0
2020-08-03 01:30:00,119.0,4.6,51.0
2020-08-03 01:31:00,113.0,5.05,50.0
2020-08-03 01:32:00,128.0,5.14,50.0
2020-08-03 01:33:00,132.0,4.81,52.0
2020-08-03 01:34:00,119.0,4.39,41.0
2020-08-03 01:35:00,142.0,6.03,55.0
2020-08-03 01:36:00,130.0,5.5,49.0
2020-08-03 01:37:00,121.0,4.96,75.0
2020-08-03 01:38:00,109.0,5.79,47.0
2020-08-03 01:39:00,123.0,5.29,56.0
2020-08-03 01:40:00,108.0,5.69,41.0
2020-08-03 01:41:00,124.0,4.94,51.0
2020-08-03 01:42:00,112.0,5.04,52.0
2020-08-03 01:43:00,113.0,4.87,61.0
2020-08-03 01:44:00,129.0,5.7,55.0
2020-08-03 01:45:00,126.0,5.7,54.0
2020-08-03 01:46:00,119.0,5.79,46.0
2020-08-03 01:47:00,117.0,5.6,49.0
2020-08-03 01:48:00,125.0,5.32,57.0
2020-08-03 01:49:00,113.0,5.13,62.0
2020-08-03 01:50:00,127.0,5.58,49.0
2020-08-03 01:51:00,124.0,5.04,50.0
2020-08-03 01:52:00,134.0,5.46,49.0
2020-08-03 01:53:00,121.0,4.76,51.0
2020-08-03 01:54:00,140.0,4.04,48.0
2020-08-03 01:55:00,137.0,3.67,53.0
2020-08-03 01:56:00,137.0,3.82,57.0
2020-08-03 01:57:00,127.0,4.33,53.0
2020-08-03 01:58:00,134.0,4.35,48.0
2020-08-03 01:59:00,122.0,4.82,45.0
2020-08-03 02:00:00,127.0,3.71,49.0
2020-08-03 02:01:00,133.0,3.71,63.0
2020-08-03 02:02:00,114.0,4.94,58.0
2020-08-03 02:03:00,101.0,5.21,49.0
2020-08-03 02:04:00,139.0,7.17,52.0
2020-08-03 02:05:00,112.0,5.21,49.0
2020-08-03 02:06:00,128.0,6.98,54.0
2020-08-03 02:07:00,122.0,5.51,52.0
2020-08-03 02:08:00,124.0,4.82,47.0
2020-08-03 02:09:00,124.0,7.02,57.0
2020-08-03 02:10:00,121.0,4.89,59.0
2020-08-03 02:11:00,115.0,4.53,48.0
2020-08-03 02:12:00,132.0,3.97,69.0
2020-08-03 02:13:00,118.0,4.66,65.0
2020-08-03 02:14:00,122.0,4.4,57.0
2020-08-03 02:15:00,116.0,6.57,54.0
2020-08-03 02:16:00,129.0,7.43,53.0
2020-08-03 02:17:00,137.0,7.77,60.0
2020-08-03 02:18:00,144.0,7.76,56.0
2020-08-03 02:19:00,125.0,7.69,50.0
2020-08-03 02:20:00,124.0,8.29,56.0
2020-08-03 02:21:00,112.0,8.0,53.0
2020-08-03 02:22:00,133.0,7.58,54.0
2020-08-03 02:23:00,145.0,8.78,50.0
2020-08-03 02:24:00,122.0,8.1,54.0
2020-08-03 02:25:00,115.0,8.22,54.0
2020-08-03 02:26:00,137.0,8.49,64.0
2020-08-03 02:27:00,171.0,6.41,51.0
2020-08-03 02:28:00,135.0,6.15,52.0
2020-08-03 02:29:00,128.0,7.1,61.0
2020-08-03 02:30:00,142.0,5.8,60.0
2020-08-03 02:31:00,121.0,6.48,59.0
2020-08-03 02:32:00,142.0,6.97,56.0
2020-08-03 02:33:00,143.0,6.88,56.0
2020-08-03 02:34:00,150.0,8.78,56.0
2020-08-03 02:35:00,133.0,7.36,53.0
2020-08-03 02:36:00,137.0,7.61,49.0
2020-08-03 02:37:00,144.0,6.41,71.0
2020-08-03 02:38:00,158.0,6.34,54.0
2020-08-03 02:39:00,142.0,6.46,59.0
2020-08-03 02:40:00,157.0,6.69,54.0
2020-08-03 02:41:00,133.0,6.55,51.0
2020-08-03 02:42:00,144.0,7.49,50.0
2020-08-03 02:43:00,128.0,6.19,53.0
2020-08-03 02:44:00,126.0,4.84,50.0
2020-08-03 02:45:00,124.0,6.87,56.0
2020-08-03 02:46:00,118.0,6.91,50.0
2020-08-03 02:47:00,138.0,5.9,56.0
2020-08-03 02:48:00,120.0,5.58,49.0
2020-08-03 02:49:00,143.0,5.99,57.0
2020-08-03 02:50:00,127.0,5.74,62.0
2020-08-03 02:51:00,129.0,6.33,60.0
2020-08-03 02:52:00,150.0,7.11,57.0
2020-08-03 02:53:00,135.0,6.45,50.0
2020-08-03 02:54:00,131.0,5.14,65.0
2020-08-03 02:55:00,130.0,5.05,57.0
2020-08-03 02:56:00,131.0,6.06,50.0
2020-08-03 02:57:00,121.0,6.15,54.0
2020-08-03 02:58:00,135.0,6.09,50.0
2020-08-03 02:59:00,118.0,5.36,54.0
2020-08-03 03:00:00,134.0,7.44,53.0
2020-08-03 03:01:00,126.0,6.99,56.0
2020-08-03 03:02:00,141.0,7.03,64.0
2020-08-03 03:03:00,144.0,5.14,53.0
2020-08-03 03:04:00,126.0,7.06,50.0
2020-08-03 03:05:00,128.0,5.62,55.0
2020-08-03 03:06:00,126.0,4.67,49.0
2020-08-03 03:07:00,142.0,5.5,53.0
2020-08-03 03:08:00,116.0,4.94,55.0
2020-08-03 03:09:00,123.0,5.95,55.0
2020-08-03 03:10:00,134.0,6.21,55.0
2020-08-03 03:11:00,106.0,5.33,50.0
2020-08-03 03:12:00,117.0,5.05,57.0
2020-08-03 03:13:00,119.0,4.3,61.0
2020-08-03 03:14:00,124.0,4.05,56.0
2020-08-03 03:15:00,108.0,4.54,55.0
2020-08-03 03:16:00,124.0,4.86,60.0
2020-08-03 03:17:00,140.0,6.08,52.0
2020-08-03 03:18:00,121.0,5.32,48.0
2020-08-03 03:19:00,130.0,5.85,49.0
2020-08-03 03:20:00,130.0,4.17,48.0
2020-08-03 03:21:00,121.0,4.58,73.0
2020-08-03 03:22:00,132.0,3.85,76.0
2020-08-03 03:23:00,99.0,3.47,45.0
2020-08-03 03:24:00,119.0,4.03,60.0
2020-08-03 03:25:00,129.0,4.25,53.0
2020-08-03 03:26:00,135.0,5.62,56.0
2020-08-03 03:27:00,106.0,5.54,43.0
2020-08-03 03:28:00,126.0,4.57,60.0
2020-08-03 03:29:00,123.0,4.51,55.0
2020-08-03 03:30:00,142.0,4.14,54.0
2020-08-03 03:31:00,122.0,6.43,53.0
2020-08-03 03:32:00,137.0,5.56,52.0
2020-08-03 03:33:00,131.0,5.51,53.0
2020-08-03 03:34:00,132.0,5.37,53.0
2020-08-03 03:35:00,120.0,4.63,47.0
2020-08-03 03:36:00,133.0,4.82,60.0
2020-08-03 03:37:00,112.0,4.15,47.0
2020-08-03 03:38:00,128.0,4.74,58.0
2020-08-03 03:39:00,121.0,4.81,46.0
2020-08-03 03:40:00,137.0,4.33,53.0
2020-08-03 03:41:00,115.0,4.21,53.0
2020-08-03 03:42:00,157.0,4.58,52.0
2020-08-03 03:43:00,123.0,4.65,52.0
2020-08-03 03:44:00,118.0,4.85,66.0
2020-08-03 03:45:00,130.0,3.88,55.0
2020-08-03 03:46:00,112.0,3.43,80.0
2020-08-03 03:47:00,119.0,5.56,66.0
2020-08-03 03:48:00,130.0,6.65,57.0
2020-08-03 03:49:00,122.0,5.36,52.0
2020-08-03 03:50:00,163.0,5.2,50.0
2020-08-03 03:51:00,123.0,5.61,48.0
2020-08-03 03:52:00,145.0,5.43,50.0
2020-08-03 03:53:00,129.0,5.37,57.0
2020-08-03 03:54:00,176.0,4.73,47.0
2020-08-03 03:55:00,128.0,5.06,53.0
2020-08-03 03:56:00,114.0,5.89,53.0
2020-08-03 03:57:00,133.0,7.27,50.0
2020-08-03 03:58:00,134.0,7.64,54.0
2020-08-03 03:59:00,146.0,7.88,47.0
2020-08-03 04:00:00,123.0,8.14,61.0
2020-08-03 04:01:00,168.0,7.69,61.0
2020-08-03 04:02:00,133.0,8.64,56.0
2020-08-03 04:03:00,143.0,7.3,50.0
2020-08-03 04:04:00,125.0,6.97,50.0
2020-08-03 04:05:00,136.0,6.51,59.0
2020-08-03 04:06:00,146.0,6.67,52.0
2020-08-03 04:07:00,130.0,8.33,49.0
2020-08-03 04:08:00,140.0,8.04,63.0
2020-08-03 04:09:00,118.0,6.81,73.0
2020-08-03 04:10:00,109.0,7.02,77.0
2020-08-03 04:11:00,130.0,6.24,63.0
2020-08-03 04:12:00,110.0,6.42,81.0
2020-08-03 04:13:00,136.0,6.03,66.0
2020-08-03 04:14:00,110.0,6.41,52.0
2020-08-03 04:15:00,130.0,6.61,52.0
2020-08-03 04:16:00,145.0,6.82,59.0
2020-08-03 04:17:00,154.0,5.85,53.0
2020-08-03 04:18:00,134.0,6.19,50.0
2020-08-03 04:19:00,153.0,6.43,58.0
2020-08-03 04:20:00,121.0,7.2,62.0
2020-08-03 04:21:00,131.0,6.82,57.0
2020-08-03 04:22:00,143.0,6.1,55.0
2020-08-03 04:23:00,113.0,5.64,57.0
2020-08-03 04:24:00,133.0,5.84,74.0
2020-08-03 04:25:00,143.0,5.27,57.0
2020-08-03 04:26:00,127.0,4.22,57.0
2020-08-03 04:27:00,113.0,6.14,51.0
2020-08-03 04:28:00,142.0,5.27,52.0
2020-08-03 04:29:00,153.0,4.95,51.0
2020-08-03 04:30:00,131.0,5.82,48.0
2020-08-03 04:31:00,149.0,6.47,54.0
2020-08-03 04:32:00,132.0,5.68,61.0
2020-08-03 04:33:00,122.0,6.23,54.0
2020-08-03 04:34:00,130.0,6.46,55.0
2020-08-03 04:35:00,138.0,5.12,52.0
2020-08-03 04:36:00,125.0,6.31,52.0
2020-08-03 04:37:00,148.0,4.89,59.0
2020-08-03 04:38:00,181.0,6.49,57.0
2020-08-03 04:39:00,124.0,5.54,62.0
2020-08-03 04:40:00,124.0,5.23,50.0
2020-08-03 04:41:00,136.0,5.42,49.0
2020-08-03 04:42:00,154.0,5.76,73.0
2020-08-03 04:43:00,131.0,4.16,69.0
2020-08-03 04:44:00,137.0,5.34,56.0
2020-08-03 04:45:00,114.0,5.14,50.0
2020-08-03 04:46:00,135.0,5.11,59.0
2020-08-03 04:47:00,164.0,4.69,53.0
2020-08-03 04:48:00,140.0,4.64,85.0
2020-08-03 04:49:00,122.0,5.45,61.0
2020-08-03 04:50:00,149.0,6.73,51.0
2020-08-03 04:51:00,160.0,5.89,53.0
2020-08-03 04:52:00,138.0,7.53,60.0
2020-08-03 04:53:00,181.0,6.21,50.0
2020-08-03 04:54:00,149.0,6.1,56.0
2020-08-03 04:55:00,140.0,4.96,51.0
2020-08-03 04:56:00,154.0,4.53,52.0
2020-08-03 04:57:00,141.0,4.94,53.0
2020-08-03 04:58:00,142.0,4.69,53.0
2020-08-03 04:59:00,152.0,3.93,72.0
2020-08-03 05:00:00,152.0,6.39,60.0
2020-08-03 05:01:00,128.0,6.45,59.0
2020-08-03 05:02:00,122.0,5.27,59.0
2020-08-03 05:03:00,122.0,5.2,52.0
2020-08-03 05:04:00,139.0,5.37,56.0
2020-08-03 05:05:00,117.0,5.08,63.0
2020-08-03 05:06:00,144.0,5.24,64.0
2020-08-03 05:07:00,157.0,5.83,78.0
2020-08-03 05:08:00,166.0,6.19,56.0
2020-08-03 05:09:00,134.0,6.2,54.0
2020-08-03 05:10:00,139.0,5.49,60.0
2020-08-03 05:11:00,122.0,5.52,52.0
2020-08-03 05:12:00,143.0,5.72,55.0
2020-08-03 05:13:00,155.0,5.38,52.0
2020-08-03 05:14:00,139.0,5.92,57.0
2020-08-03 05:15:00,152.0,5.2,70.0
2020-08-03 05:16:00,132.0,5.1,50.0
2020-08-03 05:17:00,147.0,5.15,62.0
2020-08-03 05:18:00,156.0,6.07,53.0
2020-08-03 05:19:00,165.0,4.78,50.0
2020-08-03 05:20:00,153.0,5.82,53.0
2020-08-03 05:21:00,132.0,5.44,60.0
2020-08-03 05:22:00,139.0,5.23,55.0
2020-08-03 05:23:00,149.0,5.64,63.0
2020-08-03 05:24:00,142.0,4.97,60.0
2020-08-03 05:25:00,172.0,6.75,50.0
2020-08-03 05:26:00,138.0,6.73,54.0
2020-08-03 05:27:00,151.0,6.11,72.0
2020-08-03 05:28:00,168.0,6.28,59.0
2020-08-03 05:29:00,147.0,5.93,50.0
2020-08-03 05:30:00,159.0,7.36,53.0
2020-08-03 05:31:00,179.0,5.04,55.0
2020-08-03 05:32:00,146.0,6.48,56.0
2020-08-03 05:33:00,163.0,5.44,57.0
2020-08-03 05:34:00,145.0,4.93,50.0
2020-08-03 05:35:00,147.0,6.9,57.0
2020-08-03 05:36:00,160.0,6.69,54.0
2020-08-03 05:37:00,148.0,5.92,57.0
2020-08-03 05:38:00,142.0,5.46,56.0
2020-08-03 05:39:00,140.0,5.54,59.0
2020-08-03 05:40:00,157.0,6.76,57.0
2020-08-03 05:41:00,174.0,6.85,73.0
2020-08-03 05:42:00,144.0,7.12,61.0
2020-08-03 05:43:00,160.0,8.99,60.0
2020-08-03 05:44:00,142.0,9.44,56.0
2020-08-03 05:45:00,165.0,8.42,60.0
2020-08-03 05:46:00,138.0,7.95,49.0
2020-08-03 05:47:00,162.0,8.02,70.0
2020-08-03 05:48:00,144.0,8.29,48.0
2020-08-03 05:49:00,169.0,8.42,55.0
2020-08-03 05:50:00,153.0,8.15,50.0
2020-08-03 05:51:00,158.0,8.18,60.0
2020-08-03 05:52:00,149.0,8.79,48.0
2020-08-03 05:53:00,162.0,8.17,59.0
2020-08-03 05:54:00,159.0,9.05,65.0
2020-08-03 05:55:00,158.0,9.86,66.0
2020-08-03 05:56:00,173.0,7.8,72.0
2020-08-03 05:57:00,185.0,7.77,52.0
2020-08-03 05:58:00,166.0,8.5,49.0
2020-08-03 05:59:00,149.0,7.81,71.0
2020-08-03 06:00:00,167.0,7.08,54.0
2020-08-03 06:01:00,191.0,8.02,69.0
2020-08-03 06:02:00,142.0,7.14,56.0
2020-08-03 06:03:00,156.0,9.47,63.0
2020-08-03 06:04:00,160.0,9.58,67.0
2020-08-03 06:05:00,147.0,8.85,68.0
2020-08-03 06:06:00,163.0,8.34,59.0
2020-08-03 06:07:00,183.0,7.51,55.0
2020-08-03 06:08:00,153.0,8.67,68.0
2020-08-03 06:09:00,170.0,8.19,72.0
2020-08-03 06:10:00,167.0,7.89,64.0
2020-08-03 06:11:00,153.0,7.49,78.0
2020-08-03 06:12:00,168.0,7.83,64.0
2020-08-03 06:13:00,186.0,7.03,58.0
2020-08-03 06:14:00,162.0,6.86,65.0
2020-08-03 06:15:00,183.0,6.64,62.0
2020-08-03 06:16:00,182.0,6.81,56.0
2020-08-03 06:17:00,172.0,6.95,75.0
2020-08-03 06:18:00,174.0,7.05,52.0
2020-08-03 06:19:00,159.0,7.47,67.0
2020-08-03 06:20:00,191.0,7.27,65.0
2020-08-03 06:21:00,179.0,7.23,63.0
2020-08-03 06:22:00,196.0,7.25,62.0
2020-08-03 06:23:00,188.0,6.64,56.0
2020-08-03 06:24:00,180.0,8.14,64.0
2020-08-03 06:25:00,188.0,7.34,55.0
2020-08-03 06:26:00,197.0,5.85,53.0
2020-08-03 06:27:00,185.0,6.31,51.0
2020-08-03 06:28:00,171.0,7.43,106.0
2020-08-03 06:29:00,205.0,7.4,70.0
2020-08-03 06:30:00,169.0,9.13,71.0
2020-08-03 06:31:00,179.0,7.03,54.0
2020-08-03 06:32:00,189.0,7.61,73.0
2020-08-03 06:33:00,206.0,9.0,61.0
2020-08-03 06:34:00,186.0,7.45,67.0
2020-08-03 06:35:00,173.0,6.63,55.0
2020-08-03 06:36:00,193.0,6.32,66.0
2020-08-03 06:37:00,178.0,8.88,60.0
2020-08-03 06:38:00,200.0,8.32,68.0
2020-08-03 06:39:00,200.0,10.72,55.0
2020-08-03 06:40:00,204.0,8.02,68.0
2020-08-03 06:41:00,178.0,6.3,58.0
2020-08-03 06:42:00,199.0,7.75,84.0
2020-08-03 06:43:00,223.0,6.91,61.0
2020-08-03 06:44:00,211.0,6.61,72.0
2020-08-03 06:45:00,183.0,7.98,70.0
2020-08-03 06:46:00,206.0,6.18,64.0
2020-08-03 06:47:00,201.0,6.14,59.0
2020-08-03 06:48:00,223.0,6.79,63.0
2020-08-03 06:49:00,235.0,7.45,73.0
2020-08-03 06:50:00,200.0,5.93,53.0
2020-08-03 06:51:00,191.0,5.2,69.0
2020-08-03 06:52:00,269.0,6.02,68.0
2020-08-03 06:53:00,206.0,7.19,68.0
2020-08-03 06:54:00,205.0,7.49,71.0
2020-08-03 06:55:00,197.0,7.31,82.0
2020-08-03 06:56:00,190.0,7.14,54.0
2020-08-03 06:57:00,209.0,7.84,63.0
2020-08-03 06:58:00,193.0,9.38,93.0
2020-08-03 06:59:00,213.0,8.05,52.0
2020-08-03 07:00:00,196.0,6.9,66.0
2020-08-03 07:01:00,223.0,8.44,73.0
2020-08-03 07:02:00,194.0,7.37,80.0
2020-08-03 07:03:00,194.0,6.89,76.0
2020-08-03 07:04:00,188.0,6.51,66.0
2020-08-03 07:05:00,212.0,7.57,65.0
2020-08-03 07:06:00,235.0,10.09,72.0
2020-08-03 07:07:00,231.0,10.72,61.0
2020-08-03 07:08:00,253.0,8.2,64.0
2020-08-03 07:09:00,215.0,7.03,75.0
2020-08-03 07:10:00,229.0,9.48,60.0
2020-08-03 07:11:00,248.0,7.6,75.0
2020-08-03 07:12:00,200.0,6.67,68.0
2020-08-03 07:13:00,184.0,6.14,60.0
2020-08-03 07:14:00,196.0,7.55,57.0
2020-08-03 07:15:00,237.0,7.21,82.0
2020-08-03 07:16:00,202.0,9.18,59.0
2020-08-03 07:17:00,247.0,11.84,64.0
2020-08-03 07:18:00,203.0,9.06,67.0
2020-08-03 07:19:00,193.0,10.74,75.0
2020-08-03 07:20:00,221.0,8.68,59.0
2020-08-03 07:21:00,190.0,7.32,66.0
2020-08-03 07:22:00,206.0,10.22,80.0
2020-08-03 07:23:00,240.0,11.27,55.0
2020-08-03 07:24:00,209.0,11.74,70.0
2020-08-03 07:25:00,243.0,12.25,55.0
2020-08-03 07:26:00,228.0,13.06,61.0
2020-08-03 07:27:00,250.0,9.49,68.0
2020-08-03 07:28:00,228.0,10.79,56.0
2020-08-03 07:29:00,214.0,11.34,53.0
2020-08-03 07:30:00,195.0,8.45,61.0
2020-08-03 07:31:00,205.0,10.73,66.0
2020-08-03 07:32:00,221.0,12.19,69.0
2020-08-03 07:33:00,214.0,11.92,70.0
2020-08-03 07:34:00,224.0,11.52,68.0
2020-08-03 07:35:00,204.0,11.42,52.0
2020-08-03 07:36:00,218.0,11.29,51.0
